text;Jenis
"Triaminic Ekspektoran & Pilek Sirup 60 ml Berkualitas TRIAMINIC EKSPEKTORAN & PILEK SIRUP adalah obat dengan varian rasa Lemon yang mengandung Pseudoefedrin dan Guaifenesin, digunakan untuk meringankan gejala pilek hidung tersumbat disertai batuk berdahak.
NB:Komplain tanpa video Unboxing tidak diterima gudang ada dibeberapa tempat,jadi pengiriman tidak selalu sesuai dengan alamat toko";Ekspektoran, Dekongestan
"Tremenza Sirup 60 ml - Obat Batuk & Flu - Halodoc Deskripsi
TREMENZA sirup merupakan obat yang mengandung Pseudoephedrine dan Triprolidine HCl. Triprolidine + Pseudoephedrine membantu meredakan gejala flu dan gejala alergi, seperti hidung tersumbat, pilek dan bersin.
Indikasi Umum
Tremenza diindikasikan untuk meringankan gejala-gejala flu karena alergi pada saluran pernafasan bagian atas yang memerlukan dekongestan nasal dan antihistamin
Komposisi
Per 5 mL: Pseudoephedrine HCl 30 mg, Triprolidine HCl 1.25 mg
Efek Samping
Mulut, hidung dan tenggorokan kering. Sedasi, pusing, gangguan koordinasi, tremor, insomnia, halusinasi, tinitus
Bentuk Sediaan
Sirup
Produsen
Sanbe Farma
No BPOM:
BPOM: DTL9322213737A1
Golongan Obat
Obat Bebas Terbatas (Biru)
Dosis
Dewasa & Anak > 12 tahun : 3 kali sehari 2 sendok takar (@10 ml).
Anak 6-12 tahun : 3 kali sehari 1 sendok takar (@5 ml.).
Anak 2-5 tahun : 3 kali sehari 0.5 sendok takar (@2.5 ml) .
Kemasan:
Dus, Botol @ 60 ml
Terdapat pembatasan quantity dalam pembelian produk ini. Maksimal pembelian 2 Botol Aturan Pakai
Dikonsumsi sebelum atau sesudah makan Obat Bebas Terbatas (Biru)";Dekongestan
paramex flu dan batuk PE 4 tablet Paracetamol, Phenylephrine HCI, Dextromethorphan HBr;Analgesik, Antipiretik, Dekongestan
"Triaminic Ekspektoran & Pilek Sirup 60 ml - Obat Batuk & Flu - Halodoc Satuan Jual:
Per Botol
Deskripsi
TRIAMINIC EKSPEKTORAN & PILEK SIRUP adalah obat dengan varian rasa Lemon yang mengandung Pseudoefedrin dan Guaifenesin, digunakan untuk meringankan gejala pilek hidung tersumbat disertai batuk berdahak.
Indikasi Umum
Meringankan batuk berdahak dan melegakan hidung tersumbat karena pilek.
Komposisi
Per 5 mL: Pseudoephedrine HCl 15 mg, guaifenesin 50 mg
Efek Samping
Mual, muntah, sakit kepala, berkeringat, rasa haus, takikardia, nyeri prekordial, palpitasi, kesulitan miksi, kelemahan otot, tremor, gelisah, insomnia, mulut kering, midriasis, aritmia ventrikuler
Bentuk Sediaan
Sirup
Produsen
Sterling
No BPOM :
BPOM: DTL1624503837A1
Golongan Obat
Obat Bebas Terbatas (Biru) Aturan Pakai
Dikonsumsi sebelum atau sesudah makan Obat Bebas Terbatas (Biru)";Ekspektoran, Dekongestan
"Triaminic Ekspektoran & Pilek Sirup 60 ml - Obat Batuk & Flu - Halodoc Deskripsi
TRIAMINIC EKSPEKTORAN & PILEK SIRUP adalah obat dengan varian rasa Lemon yang mengandung Pseudoefedrin dan Guaifenesin, digunakan untuk meringankan gejala pilek hidung tersumbat disertai batuk berdahak.
Indikasi Umum
Meringankan batuk berdahak dan melegakan hidung tersumbat karena pilek.
Komposisi
Per 5 mL: Pseudoephedrine HCl 15 mg, guaifenesin 50 mg
Dosis
Usia 2-6 tahun: 0.5 sendok takar (2.5ml), 3 kali sehari
Anak-anak 6-12 tahun: 1 sendok takar (5ml), 3 kali sehari
Di atas 12 tahun 2 sendok takar (10ml), 3 kali sehari
Sterling
Satuan Jual
1 Botol : 60 ml
Expiry Date
Tanggal ED Produk bisa berbeda sesuai dengan ketersediaan Apotek
Satuan Jual:
Per Botol Aturan Pakai
Dikonsumsi sebelum atau sesudah makan Obat Bebas Terbatas (Biru)";Ekspektoran, Dekongestan
ALPARA TAB PER STRIP 10'S/OBAT DEMAM FLU BATUK/OBAT BATUK KERING FLU Deskripsi ALPARA KAPLET merupakan obat batuk dan pereda flu dengan kandungan Paracetamol, Phenylpropanolamine HCl, Klorfeniramin Maleat, dan Dextromethorphan HBr. Dextromethorphan HBr sebagai antitusif yang bisa menekan refleks batuk. Paracetamol digunakan sebagai pereda demam dan sakit kepala. Phenylpropanolamine HCl digunakan untuk mengobati gejala hidung tersumbat. Klorpheniramine maleate bekerja sebagai antihistamin atau anti alergi sehingga obat ini digunakan untuk mengatasi gejala flu seperti demam, sakit kepala, hidung tersumbat, dan bersin-bersin yang disertai batuk. Indikasi Umum Obat ini digunakan untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat, dan bersin-bersin yang disertai batuk. Komposisi Paracetamol 500 mg, Phenylpropanolamine HCl 12.5 mg, Chlorpheniramine Maleate 2 mg, Dextromethorphan HBr 15 mg Dosis Dewasa dan diatas 12 tahun : 3 kali sehari 1 kaplet. Anak 6-12 tahun : 3 kali sehari 0.5 kaplet Aturan Pakai Dikonsumsi sesudah makan PRODUK 100% ORIGINAL PRODUK TIDAK ED UNTUK KETERSEDIAAN PRODUK, SILAHKAN HUBUNGI KAMI VIA CHAT;Analgesik, Antipiretik, Dekongestan
"siladex dmp 60 ml Indikasi Meredakan batuk tidak berdahak atau batuk kering disertai alergi. Komposisi Tiap sendok takar (5 ml) mengandung: Dextromethorphan HBr 7.5 mg Diphenhydramine HCL 12.5 mg Dosis Dewasa dan anak-anak gt;12 tahun: 3 kali sehari 2 sendok takar (10 ml). Anak-anak 6 - 12 tahun: 3 kali sehari 1 sendok takar (5 ml) Atau menurut petunjuk dokter. Penyajian Lebih sesuai dikonsumsi pada malam hari atau menjelang istirahat. Efek Samping Mual, pusing, mengantuk, dan konstipasi. Kemasan Btl, 60 ml. Pabrik Konimex.";Dekongestan
"PANADOL FLU DAN BATUK BLISTER 10 TABLET KANDUNGAN/KOMPOSISI
Paracetamol 500 mg
Phenylephrine HCL 5 mg
Dextromethorphan HBr 15 mg.
KONTRAINDIKASI // JANGAN DIGUNAKAN OLEH
Penderita yang peka terhadap obat simpatomimetik lain,
Hipertensi
Gangguan fungsi hati.
DOSIS
Dewasa : 1 kaplet, 3x/hari. Maksimal 8 kaplet/hari.
Anak < 12 tahun harus sesuai petunjuk dokter.
CARA PEMAKAIAN
Sesudah makan
INDIKASI/ KEGUNAAN
Pereda nyeri dan penurun demam,
Dekongestan atau pereda hidung tersumbat,
Antitusif atau pereda batuk kering.
Meredakan gejala flu yang disertai batuk tidak berdahak.
KEMASAN
1 Blister : 10 Kaplet
EFEK SAMPING
Segera temui dokter jika muncul efek samping, gejala overdosis, reaksi alergi obat, seperti ruam, bengkak di wajah, serta sulit bernapas.
PERHATIAN KHUSUS
Hati- hati penggunaan pada penderita tekanan darah tinggi/mempunyai potensi tekanan darah tinggi atau stroke,seperti pada penderita dengan berat badan berlebih/ penderita usia lanjut. Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter. Hentikan penggunaan obat jika terjadi susah tidur, jantung berdebar,pusing.
CARA PENYIMPANAN
Simpan di tempat yang kering dan terhindar dari sinar matahari langsung
PERLU RESEP
No
GOLONGAN
Blue";Analgesik, Antipiretik, Dekongestan
"PARAMEX FLU & BATUK PE STRIP 4 TABLET Deskripsi:
Paramex Flu & Batuk PE merupakan obat untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk kering atau tidak berdahak.
Komposisi:
Tiap tablet mengandung Paracetamol 500 mg Phenylephrine HCl 10 mg Dextromethorphan HBr 15 mg
Dosis:
Anak-anak 6-12 tahun : 3 x sehari 1/2 tablet. Dewasa : 3 kali sehari 1 tablet.
Indikasi:
Paramex Flu & Batuk PE merupakan obat untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk kering atau tidak berdahak.
Perhatian Khusus:
Hati-hati penggunaan pada penderita dengan gangguan fungsi hati dan ginjal, glaukoma, hipertrofi prostat, hipertiroid, retensi urin, debil dan hipoksia (kekurangan oksigen).
Kemasan:
STRIP @ 4 TABLET
NIE:
DTL2013027510A1
Golongan:
Obat Bebas Terbatas";Analgesik, Antipiretik, Dekongestan
"Triaminic Ekspektoran & Pilek Sirup 60 ml Deskripsi TRIAMINIC EKSPEKTORAN amp; PILEK SIRUP adalah obat dengan varian rasa Lemon yang mengandung Pseudoefedrin dan Guaifenesin, digunakan untuk meringankan gejala pilek hidung tersumbat disertai batuk berdahak. Indikasi Umum Meringankan batuk berdahak dan melegakan hidung tersumbat karena pilek. Komposisi Per 5 mL: Pseudoephedrine HCl 15 mg, guaifenesin 50 mg Dosis Usia 2-6 tahun: 0.5 sendok takar (2.5ml), 3 kali sehari Anak-anak 6-12 tahun: 1 sendok takar (5ml), 3 kali sehari Di atas 12 tahun 2 sendok takar (10ml), 3 kali sehari Aturan Pakai Dikonsumsi sebelum atau sesudah makan Perhatian Gangguan ginjal dan hati, glaukoma, hipertrofi prostat, hipertiroidisme, hipertensi, wanita hamil dan menyusui. Kontra Indikasi Gangguan jantung, DM, digunakan bersama MAOI, Hipersensitifitas terhadap komponen dalam produk. Efek Samping Mual, muntah, sakit kepala, berkeringat, rasa haus, takikardia, nyeri prekordial, palpitasi, kesulitan miksi, kelemahan otot, tremor, gelisah, insomnia, mulut kering, midriasis, aritmia ventrikuler Golongan Produk Obat Bebas Terbatas (Biru) Kemasan Dus, Botol @ 60 ml Manufaktur Sterling No. Registrasi BPOM: DTL1624503837A1";Ekspektoran, Dekongestan
"Triaminic Ekspektoran & Pilek Sirup 60 ml Kategori Batuk dan Flu Deskripsi TRIAMINIC EKSPEKTORAN amp; PILEK SIRUP adalah obat dengan varian rasa Lemon yang mengandung Pseudoefedrin dan Guaifenesin, digunakan untuk meringankan gejala pilek seperti bersin-bersin dan hidung tersumbat serta batuk berdahak. Indikasi Umum Meringankan bersin-bersin, meringankan batuk berdahak, dan melegakan hidung tersumbat karena pilek. Komposisi Per 5 mL: Pseudoephedrine HCl 15 mg, guaifenesin 50 mg Dosis Usia di bawah 6 tahun: atas petunjuk dokter Anak-anak 6-12 tahun: 1 sendok takar (5ml), 3 kali sehari Di atas 12 tahun 2 sendok takar (10ml), 3 kali sehari Aturan Pakai Dikonsumsi sebelum atau sesudah makan";Ekspektoran, Dekongestan
"TRIAMINIC EKSPEKTORAN & PILEK 60 ML RASA LEMON Selama produk masih tayang, berarti produk masih readi stok ya.
Langsung di order saja, segera kami kirimkan.
Deskripsi TRIAMINIC EKSPEKTORAN amp; PILEK SIRUP adalah obat dengan varian rasa Lemon yang mengandung Pseudoefedrin dan Guaifenesin, digunakan untuk meringankan gejala pilek hidung tersumbat disertai batuk berdahak. Indikasi Umum Meringankan batuk berdahak dan melegakan hidung tersumbat karena pilek. Komposisi Per 5 mL: Pseudoephedrine HCl 15 mg, guaifenesin 50 mg Dosis Usia 2-6 tahun: 0.5 sendok takar (2.5ml), 3 kali sehari Anak-anak 6-12 tahun: 1 sendok takar (5ml), 3 kali sehari Di atas 12 tahun 2 sendok takar (10ml), 3 kali sehari Aturan Pakai Dikonsumsi sebelum atau sesudah makan Perhatian Gangguan ginjal dan hati, glaukoma, hipertrofi prostat, hipertiroidisme, hipertensi, wanita hamil dan menyusui. Kontra Indikasi Gangguan jantung, DM, digunakan bersama MAOI, Hipersensitifitas terhadap komponen dalam produk. Efek Samping Mual, muntah, sakit kepala, berkeringat, rasa haus, takikardia, nyeri prekordial, palpitasi, kesulitan miksi, kelemahan otot, tremor, gelisah, insomnia, mulut kering, midriasis, aritmia ventrikuler Golongan Produk Obat Bebas Terbatas (Biru) Kemasan Dus, Botol @ 60 ml Manufaktur Sterling";Ekspektoran, Dekongestan
TRIAMINIC EKSPEKTORAN & PILEK 60 ML KANDUNGAN/KOMPOSISI Per 5 mL: Pseudoephedrine HCl 15 mg, guaifenesin 50 mg KONTRAINDIKASI // JANGAN DIGUNAKAN OLEH Gangguan jantung, DM, digunakan bersama MAOI DOSIS Anak 2-6 tahun : 3 x sehari 1/2 sendok takar (@2.5 ml). Anak 6-12 tahun : 3 x sehari 1 sendok takar (@5ml). Anak diatas 12 tahun : 3 x sehari 2 sendok takar (@10 ml). CARA PEMAKAIAN Dikonsumsi sebelum atau sesudah makan INDIKASI/ KEGUNAAN Meringankan bersin-bersin, meringankan batuk berdahak, dan melegakan hidung tersumbat karena pilek. MANUFAKTUR Novartis Indonesia KEMASAN Dus, Botol @ 60 ml;Ekspektoran, Dekongestan
"TRIAMINIC EKSPEKTORAN & PILEK (KUNING) SIRUP 60ml - Obat Flu dan Batuk Kategori Batuk dan Flu Deskripsi TRIAMINIC EKSPEKTORAN amp; PILEK SIRUP adalah obat dengan varian rasa Lemon yang mengandung Pseudoefedrin dan Guaifenesin, digunakan untuk meringankan gejala pilek hidung tersumbat disertai batuk berdahak. Indikasi Umum Meringankan batuk berdahak dan melegakan hidung tersumbat karena pilek. Komposisi Per 5 mL: Pseudoephedrine HCl 15 mg, guaifenesin 50 mg Dosis Usia 2-6 tahun: 0.5 sendok takar (2.5ml), 3 kali sehari Anak-anak 6-12 tahun: 1 sendok takar (5ml), 3 kali sehari Di atas 12 tahun 2 sendok takar (10ml), 3 kali sehari Aturan Pakai Dikonsumsi sebelum atau sesudah makan Perhatian Gangguan ginjal dan hati, glaukoma, hipertrofi prostat, hipertiroidisme, hipertensi, wanita hamil dan menyusui. Kontra Indikasi Gangguan jantung, DM, digunakan bersama MAOI, Hipersensitifitas terhadap komponen dalam produk. Efek Samping Mual, muntah, sakit kepala, berkeringat, rasa haus, takikardia, nyeri prekordial, palpitasi, kesulitan miksi, kelemahan otot, tremor, gelisah, insomnia, mulut kering, midriasis, aritmia ventrikuler Golongan Produk Obat Bebas Terbatas (Biru) Kemasan Dus, Botol @ 60 ml Manufaktur Sterling No. Registrasi BPOM: DTL1624503837A1";Ekspektoran, Dekongestan
"TRIAMINIC EKSPECTORANT & PILEK SIRUP 60 ML / OBAT BATUK BERDAHAK ANAK Triaminic Ekspektoran amp; Pilek merupakan obat dengan kandungan Guaiphenesin dan Pseudoephedrine HCl. Triaminic Ekspektoran amp; Pilek digunakan untuk meringankan gejala flu seperti hidung tersumbat, juga untuk mengurangi dan mengencerkan dahak pada saluran pernapasan.";Ekspektoran, Dekongestan
"TRIAMINIC EKSPECTORANT & PILEK 60 ML Triaminic Expectorant amp; Pilek merupakan obat yang mengandung pseudoephedrine dan guaifenesin. Pseudoephedrine dalam Triaminic Expectorant amp; Pilek berfungsi untuk membantu melancarakan hidung yang tersumbat, sehingga lebih mudah untuk bernafas. Dexromethorphan yang bekerja dengan menekan batuk, sehingga frekuensi batuk menjadi berkurang. Triaminic Expectorant amp; Pilek dapat digunakan untuk orang dewasa dan anak-anak. Tersedia dalam varian rasa Lemon yang membuat anak-anak lebih suka dan lebih mudah untuk diminum. Golongan: Obat Bebas Terbatas Kelas Terapi: Ekpektoransia dan dekongestan Kandungan: Pseudoephedrine 15 mg, Guaifenesin 50 mg Per 5 mL. Bentuk: Sirup Satuan Penjualan: Botol Kemasan : Botol @ 60 mL Farmasi: Novartis Indonesia Kegunaan Triaminic Expectorant amp; Pilek digunakan sebagai Obat untuk Batuk Berdahak dan Pilek. Dosis amp; Cara Penggunaan Penggunaan Triaminic Expectorant amp; Pilek pada anak-anak dibawah 2 tahun harus dikonsultasikan ke Dokter terlebih dahulu sebelum digunakan -Anak-anak 2-5 tahun diminum 3 kali sehari 1/2 sendok takar -Anak-anak 6-12 tahun diminum 3 kali sehari 1 sendok -Anak-anak diatas 12 tahun dan dewasa diminum 3 kali sehari 2 sendok takar. Efek Samping Efek samping yang mungkin terjadi selama penggunaan Triaminic Expectorant amp; Pilek antara lain mual, muntah, mulit kering dan pusing. Kontraindikasi -Pasien yang memiliki riwayat hipersensitif terhadap salah satu komposisi dari Triaminic Expectorant amp; Pilek";Ekspektoran, Dekongestan
"TRIAMINIC EKSPECTORAN DAN PILEK SIRUP BOTOL 60ml Triaminic Ekspektoran merupakan obat yang digunakan untuk mengurangi dan mengencerkan dahak pada saluran pernapasan. Triaminic mengandung dual zat aktif Pseudoephedrine HCl dan Guaifenesin yang bekerja sebagai iritan pada saluran pernafasan di mana saat batuk, volume mukus ditingkatkan pada saluran napas serta menurunkan viskositasnya (menjadi lebih encer) sehingga dahak/lendir lebih mudah dikeluarkan dari saluran pernapasan. Fungsi kedua zat tersebut adalah ekspektoran yang dapat mengencerkan dahak atau lendir pada saluran pernafasan sehingga lebih mudah dikeluarkan bersamaan dengan batuk.
Komposisi:
pseudoephedrine 15 mg, guaifenesin 50 mg
Kemasan:
1 Botol
Indikasi / Manfaat / Kegunaan:
batuk dan pilek
Kategori:
Sistem Pernapasan
Dosis:
- Usia di bawah 6 tahun: atas petunjuk dokter
- Anak&anak 6-12 tahun: 1 sendok takar (5 ml), 3 kali sehari
- Di atas 12 tahun: 2 sendok takar (10 ml), 3 kali sehari Penyajian:
sesudah makan
Cara Penyimpanan:
Simpan ditempat sejuk dan kering, terlindung dari cahaya matahari
Perhatian:
gangguan jantung, diabetes, digunakan bersama obat MAOI (antidepresan)
Efek Samping:
pusing, gangguan pencernaan, mengantuk, mualmuntah, berkeringat, nyeri lambung, sakit kepala, rasa haus, denyut jantung cepat, denyut jantung tidak teratur, nyeri dada, susah buang air kecil, kelemahan otot, tremor, gelisah, insomnia, hipertensi, mulut k...";Ekspektoran, Dekongestan
Noza obat flu isi 4 biji NOZA KAPLET mengandung Triprolidine, Pseudoephedrine HCl, dan Paracetamol, digunakan untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersi;Analgesik, Antipiretik, Dekongestan
"TRIAMINIC BATUK DAN PILEK - 60 ML Triaminic Ekspektoran amp; Pilek digunakan untuk meringankan bersin-bersin dan batuk berdahak, melegakan hidung tersumbat karena pilek.";Ekspektoran, Dekongestan
"TRIAMINIC BATUK BERDAHAK DAN PILEK SIRUP 60 ML TRIAMINIC EKSPEKTORAN amp; PILEK SIRUP adalah obat yang mengandung Pseudoefedrin dan Guaifenesin, digunakan untuk meringankan gejala pilek seperti bersin-bersin dan hidung tersumbat serta batuk berdahak. Exp 2024";Ekspektoran, Dekongestan
"SILADEX DMP SYR 60 ML OBAT BATUK KERING Deskripsi
SILADEX DMP merupakan obat sirup yang digunakan untuk meredakan batuk tidak berdahak atau batuk kering yang disertai alergi. Obat ini mengandung Dextromethorphan HBr dan Diphenhydramine HCL. Dextromethorphan termasuk antitusif yang bekerja menekan refleks batuk. Diphenhydramine HCL termasuk antihistamin yang memiliki efek menghilangkan rasa gatal di tenggorokan
Indikasi Umum
Meredakan batuk tidak berdahak atau batuk kering disertai alergi.
Komposisi
Tiap sendok takar (5 ml) mengandung: Dextromethorphan HBr 7.5 mg Diphenhydramine HCL 12.5 mg
Dosis
Dewasa dan anak-anak diatas 12 tahun: 3 kali sehari 2 sendok takar (10 ml) Anak - anak 6-12 tahun: 3 kali sehari 1 sendok takar (5 ml) Atau menurut petunjuk dokter.
Aturan Pakai
Sesudah makan
Barang yang dijual 100% original
Barang tidak Kadaluarsa
Info ketersediaan produk silahkan chat terlebih dahulu.";Dekongestan
Inza Tablet Strip Obat Flu [4 Tablet] Obat Flu Untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat, dan bersin-bersin Isi : 4 tablet/strip Komposisi : Parasetamol 500 mg, Pseudoefedrin hidroklorida 30 mg, Klorfeniramin maleat 1 mg;Analgesik, Antipiretik, Dekongestan
Actived Cough Syr Merah 60 ml Deskripsi: Actifed Cough merupakan obat untuk meringankan gejala flu seperti hidung tersumbat dan bersin-bersin yang disertain batuk kering. Setiap 5 ml Actifed Cough Merah mengandung: Tripolidine HCl adalah zat aktif yang digunakan untuk mengobatigejala alergi seperti rhinitis dan urtikaria. Termasuk dalam golongan antihistamin generasi pertama yang memiliki efek sedatif rendah. Pseudoephedrin adalah zat aktif golongan simpatomimetik yang memiliki aktivitas sebagai nasal dekongestan, stimulant, dan wakefulness promoting agent. Senyawa ini bekerja dengan mengecilkan pembuluh darah untuk mengurangi pembengkakan dan penyumbatan. Dextromethorphan HBr adalah zat aktif yang digunakan sebagai obat penekan batuk, terutama batuk karena iritasi tenggorokan dan bronkial ringan. Efek yang ditimbulkan dari zat aktif golongan morphin ini adalah disosiatif, penenang, dan stimulan. Indikasi / Manfaat / Kegunaan: meringankan gejala pilek dan bersin yang disertai batuk kering Komposisi: tripolidine HCL 1.25 mg, pseudoephedrine HCL 30 mg, dextromethorphan Hbr 10 mg;Dekongestan
"TRIAMINIC BATUK BERDAHAK DAN PILEK SIRUP 60 ML Produk yang masih tayang, dipastikan ready stok, jangan ragu langsung di order saja.
TRIAMINIC EKSPEKTORAN amp; PILEK SIRUP adalah obat yang mengandung Pseudoefedrin dan Guaifenesin, digunakan untuk meringankan gejala pilek seperti bersin-bersin dan hidung tersumbat serta batuk berdahak. Exp 2024
Terimakasih sudah order di toko kami
Kami pastikan akan segera kami kirim :)";Ekspektoran, Dekongestan
PROCOLD FLU Obat Flu Isi 6 Kaplet PROCOLD FLU Isi 6 Kaplet Apotek Cideng berdiri sejak tahun 1967, melayani lebih dari 100.000 pelanggan di Jakarta dengan menjaga komitmen, integritas dan kepuasan pelanggan, kini kami hadir di ONLINE! Deskripsi : PROCOLD FLU mengandung Paracetamol, Pseudoephedrin HCl, dan Chlorpeniramin Maleat, digunakan untuk mengatasi gejala flu seperti demam, hidung tersumbat dan bersin-bersin. Komposisi : Paracetamol 500 mg, Phenylephrine HCl 10 mg, Chlorpeniramine maleate 2 mg. Dosis : Dewasa dan anak lebih dari 12 tahun : 1 kaplet, diminum 3 kali per hari. Anak 6-12 tahun : 1/2 kaplet, diminum 3 kali per hari. Kemasan : Isi 6 Kaplet. Expired Date : 11 2025 Kami menyadari setiap pasien membutuhkan penanganan yang cepat dan tanggap, untuk itu kami melayani pengiriman setiap hari senin-minggu dengan menggunakan standar pengemasan yang baik. Apotek Cideng Apotek Terpercaya sejak Tahun 1967. Melayani Obat Resep hubungi : WA +62 816 1123 402 Toko Offline : Jl. Cideng Barat No.100 , Jakarta Pusat;Analgesik, Antipiretik, Dekongestan
OBAT MIXAGRIP MERINGANKAN GEJALA FLU ISI 4 KAPLET OBAT MIXAGRIP MERINGANKAN GEJALA FLU ISI 4 KAPLET Salah satu obat flu dengan kualitas yang tinggi adalah Mixagrip Flu. Produk ini adalah obat yang digunakan untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin. Fitur Produk : * Obat kesehatan * Membantu meredakan berbagai gejala flu, seperti bersin-bersin, hidung tersumbat, demam dan sakit kepala * Mengandung Parasetamol, Phenylpropanolamine HCl dan Chlorpheniramin Maleat * Isi : 4 kaplet;Analgesik, Antipiretik, Dekongestan
"TRIAMINIC BATUK & PILEK Rasa BERRY 60ML Triaminic Rasa Berry Obat Batuk & Pilek [60 mL] merupakan obat yang dapat meringankan batuk berdahak dan pilek dengan kandungan pseudoephedrine HCl dan guaifenesin.
Dosis:
Dewasa dan anak >12 tahun : 3 kali sehari 2 sendok takar.
Anak 6-12 tahun : 3 kali sehari 1 sendok takar.
Anak 2-5 tahun : 3 kali sehari sendok takar.
Kemasan
Dus : Botol 60 ML
WAJIB DI BACA :
1. Apotik Anugrah Medika hanya menjual barang 100% original.
2. Tidak menerima Complaint Kerusakan pada Produk.
3. Segala bentuk kerusakan / pecah / bocor/ hilang / salah alamat pada saat pengiriman tidak menjadi tanggung jawab penjual.
4. Pihak Toko akan membantu mengkoordinir masalah pengiriman dalam segala bentuk kerusakan / pecah / bocor / hilang / salah alamat kepada pihak-pihak yang bersangkutan selama tidak bertentangan dengan poin nomor 3.
5. Apotik Anugrah Medika bertanggung jawab penuh atas produk kami hanya sampai ke pihak kurir, Selepas itu bukan menjadi tanggung jawab kami.
6. Untuk pesanan Produk, jika ingin lebih aman dalam perjalanan di wajibkan membeli Packaging Bubble Wrap + Kardus yang telah kami sediakan pada menu.
7. Untuk pengiriman Luar Kota / Luar Pulau Jawa, Calon pembeli diwajibkan untuk membeli packing kayu tambahan yang sudah kami sediakan pada menu.
8. Harap menanyakan ketersediaan stock terlebih dahulu.
9. Membeli di Toko ini berarti memahami dan menyetujui aturan-aturan yang berlaku di Toko ini";Ekspektoran, Dekongestan
"Triaminic Batuk & Pilek (merah) / Ekspektoran & Pilek (kuning) SIrup 60ml - Varian - - Triaminic Ekspektoran & Pilek Syr 60ml (Kuning) Triaminic EkspektoranKomposisi:pseudoephedrine 15 mg, guaifenesin 50 mg
Kemasan:1 Botol
Indikasi / Manfaat / Kegunaan:batuk berdahak dan pilek
Kategori:Sistem Pernapasan
Dosis:- Usia di bawah 6 tahun: atas petunjuk dokter
- Anak&anak 6-12 tahun: 1 sendok takar (5 ml), 3 kali sehari
- Di atas 12 tahun: 2 sendok takar (10 ml), 3 kali sehari Penyajian:sesudah makan
Cara Penyimpanan:Simpan ditempat sejuk dan kering, terlindung dari cahaya matahari
Perhatian:gangguan jantung, diabetes, digunakan bersama obat MAOI (antidepresan)
Efek Samping:pusing, gangguan pencernaan, mengantuk, mualmuntah, berkeringat, nyeri lambung, sakit kepala, rasa haus, denyut jantung cepat, denyut jantung tidak teratur, nyeri dada, susah buang air kecil, kelemahan otot, tremor, gelisah, insomnia, hipertensi, mulut k...
Nomor Izin Edar:DTL1624503837A1
Pabrik:novartis indonesia
Golongan Obat:Obat Bebas Terbatas
Triaminic Batuk PilekKomposisi:pseudoephedrine 15 mg, dextromethorphan HBr 5 mg
Kemasan:1 Botol
Indikasi / Manfaat / Kegunaan:batuk kering dan pilek
Kategori:Sistem Pernapasan
Dosis:>12 tahun: 2 sendok takar 3 kali/hari, 6-12 tahun: 1 sendok takar 3 kali/hari
Penyajian:sesudah makan
Cara Penyimpanan:Simpan ditempat sejuk dan kering, terlindung dari cahaya matahari
Perhatian:gangguan jantung, diabetes, digunakan bersama obat MAOI (antidepresan)
Efek Samping:pusing, gangguan pencernaan, mengantuk, mualmuntah, berkeringat, nyeri lambung, sakit kepala, rasa haus, denyut jantung cepat, denyut jantung tidak teratur, nyeri dada, susah buang air kecil, kelemahan otot, tremor, gelisah, insomnia, hipertensi, mulut k...
Nomor Izin Edar:DTL1624503737A1
Pabrik:novartis indonesia
Golongan Obat:Obat Bebas Terbatas";Ekspektoran, Dekongestan
Triaminic - Sirup Batuk Berdahak dan Pilek 60 mL Triaminic Sirup rasa lemon hadir dalam 60 ml, menggabungkan Guaifenesin dan Pseudoephedrine HCl untuk meringankan batuk berdahak dan melegakan hidung tersumbat karena pilek. Produk dari HALEON ini bersertifikasi halal.;Ekspektoran, Dekongestan
MIXAGRIP FLU Deskripsi MIXAGRIP FLU adalah obat yang digunakan untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin. Indikasi Umum Menyembuhkan gejala flu seperti bersin-bersin, hidung berair, hidung tersumbat, demam, sakit kepala, dan nyeri otot. Komposisi Paracetamol 500 mg, Phenylephrine HCl 15 mg, Chlorpheniramin maleate 2 mg Dosis Dewasa : 3 - 4 kali per hari 1 - 2 tablet. Anak : 3 - 4 kali per hari 1/2 - 1 tablet;Analgesik, Antipiretik, Dekongestan
Rhinos Junior RHINOS JUNIOR merupakan obat dengan kandungan Pseudoephedrine HCl dan Chlorpheniramine Maleate yang digunakan untuk meringankan gejala flu seperti bersin-bersin dan hidung tersumbat karena pilek. Pseudoephedrine pada Rhinos Junior sirup bekerja membantu meredakan pembengkakan pembuluh darah di dalam hidung, sehingga saluran napas lebih terbuka dan napas menjadi lega. Chlorpheniramine maleate bekerja sebagai antihistamin/anti alergi untuk meredakan gejala alergi seperti bersin-bersin.;Dekongestan
