text;Jenis Asli;06/01/2020 - 12/01/2020;13/01/2020 - 19/01/2020;20/01/2020 - 26/01/2020;27/01/2020 - 02/02/2020;03/02/2020 - 09/02/2020;10/02/2020 - 16/02/2020;17/02/2020 - 23/02/2020;24/02/2020 - 01/03/2020;02/03/2020 - 08/03/2020;09/03/2020 - 15/03/2020;16/03/2020 - 22/03/2020;23/03/2020 - 29/03/2020;30/03/2020 - 05/04/2020;06/04/2020 - 12/04/2020;13/04/2020 - 19/04/2020;20/04/2020 - 26/04/2020;27/04/2020 - 03/05/2020;04/05/2020 - 10/05/2020;11/05/2020 - 17/05/2020;18/05/2020 - 24/05/2020;25/05/2020 - 31/05/2020;01/06/2020 - 07/06/2020;08/06/2020 - 14/06/2020;15/06/2020 - 21/06/2020;22/06/2020 - 28/06/2020;29/06/2020 - 05/07/2020;06/07/2020 - 12/07/2020;13/07/2020 - 19/07/2020;20/07/2020 - 26/07/2020;27/07/2020 - 02/08/2020;03/08/2020 - 09/08/2020;10/08/2020 - 16/08/2020;17/08/2020 - 23/08/2020;24/08/2020 - 30/08/2020;31/08/2020 - 06/09/2020;07/09/2020 - 13/09/2020;14/09/2020 - 20/09/2020;21/09/2020 - 27/09/2020;28/09/2020 - 04/10/2020;05/10/2020 - 11/10/2020;12/10/2020 - 18/10/2020;19/10/2020 - 25/10/2020;26/10/2020 - 01/11/2020;02/11/2020 - 08/11/2020;09/11/2020 - 15/11/2020;16/11/2020 - 22/11/2020;23/11/2020 - 29/11/2020;30/11/2020 - 06/12/2020;07/12/2020 - 13/12/2020;14/12/2020 - 20/12/2020;21/12/2020 - 27/12/2020;28/12/2020 - 03/01/2021;04/01/2021 - 10/01/2021;11/01/2021 - 17/01/2021;18/01/2021 - 24/01/2021;25/01/2021 - 31/01/2021;01/02/2021 - 07/02/2021;08/02/2021 - 14/02/2021;15/02/2021 - 21/02/2021;22/02/2021 - 28/02/2021;01/03/2021 - 07/03/2021;08/03/2021 - 14/03/2021;15/03/2021 - 21/03/2021;22/03/2021 - 28/03/2021;29/03/2021 - 04/04/2021;05/04/2021 - 11/04/2021;12/04/2021 - 18/04/2021;19/04/2021 - 25/04/2021;26/04/2021 - 02/05/2021;03/05/2021 - 09/05/2021;10/05/2021 - 16/05/2021;17/05/2021 - 23/05/2021;24/05/2021 - 30/05/2021;31/05/2021 - 06/06/2021;07/06/2021 - 13/06/2021;14/06/2021 - 20/06/2021;21/06/2021 - 27/06/2021;28/06/2021 - 04/07/2021;05/07/2021 - 11/07/2021;12/07/2021 - 18/07/2021;19/07/2021 - 25/07/2021;26/07/2021 - 01/08/2021;02/08/2021 - 08/08/2021;09/08/2021 - 15/08/2021;16/08/2021 - 22/08/2021;23/08/2021 - 29/08/2021;30/08/2021 - 05/09/2021;06/09/2021 - 12/09/2021;13/09/2021 - 19/09/2021;20/09/2021 - 26/09/2021;27/09/2021 - 03/10/2021;04/10/2021 - 10/10/2021;11/10/2021 - 17/10/2021;18/10/2021 - 24/10/2021;25/10/2021 - 31/10/2021;01/11/2021 - 07/11/2021;08/11/2021 - 14/11/2021;15/11/2021 - 21/11/2021;22/11/2021 - 28/11/2021;29/11/2021 - 05/12/2021;06/12/2021 - 12/12/2021;13/12/2021 - 19/12/2021;20/12/2021 - 26/12/2021;27/12/2021 - 02/01/2022;03/01/2022 - 09/01/2022;10/01/2022 - 16/01/2022;17/01/2022 - 23/01/2022;24/01/2022 - 30/01/2022;31/01/2022 - 06/02/2022;07/02/2022 - 13/02/2022;14/02/2022 - 20/02/2022;21/02/2022 - 27/02/2022;28/02/2022 - 06/03/2022;07/03/2022 - 13/03/2022;14/03/2022 - 20/03/2022;21/03/2022 - 27/03/2022;28/03/2022 - 03/04/2022;04/04/2022 - 10/04/2022;11/04/2022 - 17/04/2022;18/04/2022 - 24/04/2022;25/04/2022 - 01/05/2022;02/05/2022 - 08/05/2022;09/05/2022 - 15/05/2022;16/05/2022 - 22/05/2022;23/05/2022 - 29/05/2022;30/05/2022 - 05/06/2022;06/06/2022 - 12/06/2022;13/06/2022 - 19/06/2022;20/06/2022 - 26/06/2022;27/06/2022 - 03/07/2022;04/07/2022 - 10/07/2022;11/07/2022 - 17/07/2022;18/07/2022 - 24/07/2022;25/07/2022 - 31/07/2022;01/08/2022 - 07/08/2022;08/08/2022 - 14/08/2022;15/08/2022 - 21/08/2022;22/08/2022 - 28/08/2022;29/08/2022 - 04/09/2022;05/09/2022 - 11/09/2022;12/09/2022 - 18/09/2022;19/09/2022 - 25/09/2022;26/09/2022 - 02/10/2022;03/10/2022 - 09/10/2022;10/10/2022 - 16/10/2022;17/10/2022 - 23/10/2022;24/10/2022 - 30/10/2022;31/10/2022 - 06/11/2022;07/11/2022 - 13/11/2022;14/11/2022 - 20/11/2022;21/11/2022 - 27/11/2022;28/11/2022 - 04/12/2022;05/12/2022 - 11/12/2022;12/12/2022 - 18/12/2022;19/12/2022 - 25/12/2022;26/12/2022 - 01/01/2023;jenis
"Obat Batuk Hitam 100ml - OBH Indikasi Umum
Untuk segala macam batuk karena pilek, influenza, bronchitis, asthma, kebanyakan merokok
Deskripsi
OBH ITRASAL merupakan Obat Batuk Hitam dengan kandungan succus liquiritiae, ammonium chloride, dan sasa. Obat ini digunakan untuk mengobati batuk berdahak dengan cara memudahkan pengeluaran dahak.
Kategori
Batuk dan Flu
Komposisi
Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg
Dosis
Anak-anak umur 1 - 3 tahun: sehari 3 kali 1/2 sendok teh., Anak-anak umur di atas 3 tahun: sehari 3 kali 1 sendok teh., Dewasa: sehari 3 kali 3 sendok teh.
Aturan Pakai
Dikonsumsi setelah makan
Kemasan
Dus, 1 Botol @ 100 ml";Ekspektoran, Herbal;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;1;1;1;2;0;1;0;1;0;0;0;0;0;0;0;2;1;1;1;0;0;0;2;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;3;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran, Herbal
Sirup Madu Gurah Asyifa Bantu Atasi Sesak Napas Asma Batuk Bronkitis Gurah adalah terapi pengobatan tradisional alami yang menggunakan ramuan herbal khusus dengan tujuan untuk membersihkan lendir dan dahak yang ada di dalam tubuh. Umumnya, dahak dan lendir tersebut disebabkan oleh polusi, virus, dan zat kimia. Madu Gurah Asyifa mempunyai khasiat : Menjagga kesehatan tubuh. Melegakan tenggorokan. Mengencerkan dahak. Meringankan sinusitis. Meringankan batuk. Meringankan pilek. Meringankan TB, asma,dan bronkitis. Komposisi : - Madu - Habbatussauda - Senggugu - Kencur - Jahe - Mint Aturan Minum : - 6 bulan- 1 tahun : 3x 1 sdt - 1- 5 tahun : 3 x 1 sdm - 5 tahun keatas : 3x 1-2 sdm;Herbal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2;1;3;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;1;1;1;0;2;0;0;2;1;1;0;1;2;0;1;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;2;0;0;0;2;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;1;Herbal
"TEMPRA DROP 15 ML TEMPRA DROPS merupakan obat tetes oral untuk anak usia 0-2 tahun dengan kandungan Paracetamol. Paracetamol bekerja sebagai antipiretik pada pusat pengaturan suhu di otak dan analgetika dengan meningkatkan ambang rasa sakit. Obat ini digunakan untuk menurunkan demam, rasa sakit dan nyeri ringan seperti sakit kepala dan sakit gigi.
#SEBELUM PEMESANAN HARAP TANYAKAN STOCK TERLEBIH DAHULU#
Whatsapp : 0857.7575.1212
Telephone : 021.77211212";Analgesik, Antipiretik;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Analgesik, Antipiretik
"OBH COMBI BATUK BERDAHAK RASA MENTHOL 100 ML Deskripsi:
Digunakan untuk meredakan batuk berdahak dengan cara membantu mengeluarkan dahak dan melegakan tenggorokan
Komposisi:
Tiap 5 mL sirup mengandung Succus liquiritiae extract 167 mg, ammonium Chloride 50 mg, anise oil 0.99 mg, ammon liqduid 7 microliter, menthol crystal 4.44 mg, peppermint oil 3.16 mg, alcohol 2%
Dosis:
Dewasa : 15 mL sirup, 1-4 kali sehari. Anak 6-12 tahun : 5 mL sirup, 1-4 kali sehari
Indikasi:
Untuk meredakan batuk berdahak dengan cara membantu mengeluarkan dahak dan melegakan tenggorokan
Perhatian Khusus:
Hati-hati penggunaan bersamaan dengan obat-obat lain yang menekan susunan saraf pusat, selama minum obat ini tidak boleh mengendarai kendaraan bermotor atau menjalankan mesin. Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, sperti pada penderita dengan berat badan berlebih (over weight), atau penderita usia lanjut, tidak boleh melebihi dosis yang dianjurkan
Kemasan:
Botol 100 mL sirup
NIE:
DBL7204116137A1
Golongan:
Obat Bebas";Ekspektoran, Herbal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran, Herbal
Nin Jiom Pei Pa Koa obat batuk cap ibu dan anak 300 ml 300ml NIN JIOM PEI PA KOA Obat batuk ibu anak jumbo 300 ml Merupakan obat tradisonal herbal alami yang biasa digunakan untuk melegakan tenggorokan, batuk, batuk berdahak, dan suara hilang. Obat ini bekerja dengan melapisi tenggorokan sehingga menyejukan, mengurangi sakit tenggorokan dan meredakan peradangan. Khasiat dan Kegunaan: - Membantu meredakan batuk kering dan berdahak - Membantu mengatasi sakit tenggorokan, suara serak, suara hilang - Membantu menyehatkan fungsi paru - paru - Membantu memelihara kesehatan tubuh - Telah melalui uji klinis - Terbuat dari bahan herbal tanpa efek samping berbahaya - Ramuan turun temurun dari dinasti Qing Pemakaian: - Dewasa : 3 Kali sehari 1 sendok makan (15ml) - Anak-anak : 7-12 thn : 3 Kali sehari 2/3 sendok makan (10ml) - Anak-anak : 3-6 tahun : 3 Kali sehari 1/3 sendok makan (5ml) Diminum perlahan-lahan atau dicampur dengan air hangat. 1 botol isi 300 ml Diimport oleh : PT. Sentosa Karya Gemilang POM TI 204659301;Herbal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;Herbal
"tolak angin bebas gula isi 5 sachet Tolak Angin Bebas Gula merupakan salah satu varian tolak angin yang dihadirkan khusus untuk konsumen yang tidak terlalu menyukai rasa manis dan penderita diabetes. Tolak Angi Bebas Gula ini terbuat dari bahan-bahan alami dan diproduksi di pabrik berstandar GMP (Good Manufacturing Practice) yang mana memiliki manfaat yang hampir sama dengan Tolak Angin Cair yaitu sebagai obat herbal untuk mengatasi masuk angin dan gejalanya seperti : mual, perut kembung, badan meriang, dan demam.
Fitur Produk :
Bebas Gula, dikhusukan untuk konsumen yang tidak menyukai manis dan penderita diabetes
Sebagai obat herbal untuk masuk angin dan gejalanya
Kemasan : Dus isi 5 sachet
Disclaimer :
Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya
BPOM No : TR. 132672331";Herbal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Herbal
PEI PA KAO 75 ml obat batuk cap ibu dan anak Exp 2023 Kemasan : 75 ml * Obat Batuk Cap Ibu dan Anak yang kami jual 100% asli merupakan obat batuk herbal yang membantu meredakan batuk berdahak, sakit tenggorokan dan melegakan sakit tenggorokan, serta membantu memelihara kesehatan paru-paru. Komposisi: Setiap 100 gr mengandung Bulbus Fritillariae Cirrhosae 852 mg Folium Eriobotryae 195 mg Radix Adenophorae 27 mg Poria 27 mg Exocarpium Citri Grandis 120 mg Radix Platycodonis 72 mg Rhizoma Pinelliae Preparatum 27 mg Fructus Schisandrae Chinensis 5 mg Semen Trichosanthis 27 mg Flos Farfarae 120 mg Radix Polygalae 120 mg Semen Armeniacae Amarum 21 mg Rhizoma Zingiberis Recens 27 mg Radix Glycyrrhizae 780 mg Mentholum 35 mg Aqua Armeniacae 213 mg Mel 3870 mg Syrup Q.S. to 100 gr Indikasi: Membantu meredakan batuk berdahak, sakit tenggorokan, dan melegakan sakit tenggorokan. Membantu memelihara kesehatan paru-paru. Dosis: Dewasa: 3 X Sehari 1 sdm (15ml), Anak-anak 7-12 tahun: 3 X sehari 2/3 sdm (10ml), Anak-anak 3-6 tahun: 3 X sehari 1/3 sdm (5ml), Diminum perlahan-lahan atau dicampur dengan air hangat. * Jika anda menarik nafas terasa sakit bisa minum obat batuk cap ibu dan anak. * bisa menghilangkan sakit di dada. * Batch no: B180823WM2 Diproduksi Oleh Nin Jiom Medicine Manufactory (Hongkong) Ltd.;Herbal;0;0;0;0;0;1;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Herbal
"Konidin OBH Sirup Obat Batuk Berdahak 5 pcs Obat Batuk Hitam yang bekerja untuk mengencerkan dan mengeluarkan dahak tanpa kantuk. Tersedia pula Konidin Tablet dan permen Konidin Lozenges
Reg.No. DBL 9913018737A1
Komposisi : Tiap sachet (7 ml) Konidin OBH mengandung Succus Liquiritiae 233.8mg, Ammonium Chloride 70mg, Alkohol 1.38%.
Aturan pakai :
Anak-anak 6-12th = 1 sachet 3-4x sehari
Anak-anak >12th atau dewasa = 1-2 sachet 3-4x sehari
Cara kerja obat
Konidin OBH ini berfungsi sebagai ekspektoran yang dapat meningkatkan volume dan mengurangi kekentalan sekresi dar trachea dan bronchi, sehingga dapat meningkatkan efisiensi reflex batuk dan mempermudah pengeluaran sekresi.
Indikasi : Meredakan batuk berdahak.
Kontra Indikasi : Penderita yang hipersensitif terhadap komponen penyusun obat ini.";Ekspektoran, Herbal;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran, Herbal
"Alka Seltzer Hangover Orange Fizz Fast Relief 10 Pouches 20 Tablets Alka Seltzer Hangover 1 Box isi 20 tablet (10 pouch) - US Market
Expiration date: Feb 2026
Obat pereda sakit kepala, nyeri badan, lelah mental atau grogi, dan perut mual terutama karena hangover.
Alka-Seltzer Hangover Relief Effervescent tablets bring fast multi symptom relief of headaches, body aches and mental fatigue. Formulated to treat the symptoms of your worst hangovers by restoring mental alertness and proving pain relief through a combination of maximum strength aspirin with caffein. These convenient easy to take effervescent tablets dissolve in water quickly to deliver fast relief that you can hear, see and feel working. Why trust anything else, Alka Seltzer has been providing trusted and effective relief for more than 90 years. Alka-Seltzer Hangover tablets can be taken anytime when hangover symptoms occur, allowing you to feel like your normal self in no time. Active ingredients Aspirin (Nsaid)* 500.0mg Caffeine 65.0mg Purpose Pain reliever Alertness aid/pain reliever aid
Directions: fully dissolve 2 tablets in 4 ounces of water before taking Adults 18 years and over 2 tablets every 6 hours as needed, or as directed by a doctor do not exceed 8 tablets in 24 hours Adults 60 years and over 2 tablets every 6 hours as needed, or as directed by a doctor do not exceed 5 tablets in 24 hours Children under 18 years consult a doctor
Produk serupa:
amp;utm_medium=share&utm_campaign=PDP-7291513-5418091047-010523-gFZoml
Kami hanya menjual produk original dan authentic dari USA.";Analgesik, Antipiretik, Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Analgesik, Antasida, Antipiretik
Niu Nai Liang obat panas dalam bayi, batuk dan perut kembung Niu Nai Liang merupakan obat khusus untuk bayi maupun balita yang berkhasiat untuk meredakan panas dalam, mengencerkan dahak, menghentikan batuk dan sakit perut serta memperbaiki fungsi pencernaan. Gejala panas dalam yang timbul pada anak biasanya seperti radang tenggorokan, batuk berdahak/tidak berdahak, sariawan, keluarnya lendir bening akibat sariawan, bibir pecah-pecah, demam, tubuh lemas, dan selera makan berkurang Selain itu Obat Niu Nai Liang juga dapat digunakan untuk mengobati kembung, mual, diare karena gangguan lambung dan usus, batuk, asma, dan dahak pada peradangan saluran pernafasan. Obat ini memiliki rasa yang manis dan enak serta mengandung bahan-bahan herbal alami yang aman dikonsumsi pada bayi dan balita. Khasiat dan Kegunaan : Meredakan panas dalam dan batuk Hal ini dikarenakan adanya kandungan alami Armeniacae yang berkhasiat untuk membersihkan paru-paru dan menghilangkan batuk. Selain itu kandungan dari Chrysanthemi yang terkenal memiliki khasiat untuk mengobati panas dalam. Mengencerkan dahak dan Meredakan sesak nafas Kandungan alami dari Forsythiae Fructus pada obat ini berkhasiat untuk menghilangkan racun yang ada di tubuh, selain itu kandungan dari Armeniacae juga berkhasiat membersihkan paru-paru dan melancarkan sistem pernafasan. Menyehatkan lambung dan pencernaan Dengan adanya kandungan alami dari Crataegi Fructus yang memiliki khasiat untuk meningkatkan sistem pencernaan dan nafsu makan, selain itu kandungan ini juga bisa menurunkan kadar asam dan gas pada lambung. Mengobati kembung, mual dan diare. Dosis dan Cara Pakai : Diminum sehari 3 kali Usia dibawah 1 tahun 4 ml (1 sendok teh) Usia 1 5 tahun 8 ml (2 sendok teh) Usia diatas 5 tahun dosis disesuaikan sampai dengan 15 ml Note: kemasan botol plastik.;Herbal;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Herbal
"PROMAG TABLET 10 TABLET X 3 STRIP KEMASAN BARU PROMAG TABLET KUNYAH KEMASAN BARU HARGA SAMA.
1 KOTAK ISI 3 BLISTER @10TABLET";Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
"Entrostop Box Isi 2 Strip @10 Tablet - Obat Diare Deskripsi
ENTROSTOP
Dosis
Dewasa dan Anak gt; 12 tahun : 2 tablet setiap kali setelah diare, maximum 12 tablet per hari. Anak 6-12 tahun : 1 tablet setiap kali setelah diare, maximum 6 tablet per hari.
Aturan Pakai
Dikonsumsi s
sesudah makan.
Kemasan
Dus, 2 Strip @ 10 Tablet";Antidiare;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antidiare
"Alka Seltzer Hangover Relief 20 tabs tablets >>>READY STOCK<<<
Bisa langsung order tanpa konfirmasi Alka-Seltzer hangover orange fizz Isi: 20 tabs Exp date: sesuai gambar Product of Mexico 100% Original Description
Headaches, body aches and mental fatigue... you know the feeling. After a fun night with your friends and family, you need hangover relief that actually works. After taking Alka-Seltzer Hangover Relief, you #39;ll start to feel awake, aware, and alert so you bounce back and get back to your day the next morning. The caffeine in our formula boosts the pain-relieving effects of aspirin by up to 40% so you can feel better fast. The tasty, orange fizz hangover relief solution puts the pep back into your step so you can pop back fast. Just rip open the packet, drop two tablets into 4 oz. of water, watch it fizz, and drink up! No long recovery needed. Alka-Seltzer has been a trusted brand for over 90 years and now offers a solution to relieve your worst hangovers. Don t forget to prepare hangover kit supplies with Alka-Seltzer Hangover Relief for your next party so you can enjoy your night, then get back to life!";Analgesik, Antipiretik, Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Analgesik, Antasida, Antipiretik
"PANADOL COLD FLU RELIEF SINGAPORE, 12 CAPLETS EXP : 5-2026
Panadol Cold Relief provides relief from early cold and flu symptoms. Starts to work in 30 minutes. Helps relieve body aches and pains, fever and blocked nose and it is a non drowsy formula.";Analgesik, Antipiretik;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Analgesik, Antipiretik
"Naspro Isi 4tab - Obat Sakit Kepala / Demam / Sakit Gigi Indikasi Umum
Menurunkan resiko Trombosis Koroner lebih lanjut selama fase pemulihan dari Infark Miokard, mengurangi resiko berulangnya serangan iskeUntuk meringankan demam dan rasa nyeri, seperti pada sakit kepala, sakit gigi.
Komposisi
Acetylsalicylic acid 300 mg
Dosis
Dewasa : 2-3 tablet, bila perlu diulang tiap 4 jam, maximum 4 g perhari. Anak > 12 tahun : 2 tablet. Anak 6-12 tahun : 1 tablet. Anak 3-5 tahun : 0.5 tablet. Anak 1-2 tahun : 0.25 tablet.
Aturan Pakai
Sesudah makan";Analgesik, Antipiretik;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;Analgesik, Antipiretik
